komentar,clean_text,sentiment
"Gagal nmr 42 kekecilan ,padahal sya biasa pake 41 juga longgar dikit",gagal nmr kecil padahal sya biasa pake juga longgar dikit,netral
Bentuk dan ukuran: Pas sesuai pesanan terima kasih seller..,bentuk dan ukur pas sesuai pesan terima kasih seller,positif
Buat sepatu harga segini ok sih. Cuman tulisan fashionnya aduh 🫠,buat sepatu harga gin ok sih cuman tulis fashionnya aduh,netral
model dan kualitas sesuai dengan harga nya,model dan kualitas sesuai dengan harga nya,positif
Barangnya bagus tapi saiz 42seperti saiz40 dimerek lain. Jadi nggak kepakai kekecilan gak bisa dipakai padahal biasanya saiz kaki saya 41 pas .haduhh sayang sekali,barang bagus tapi saiz seperti saiz merek lain jadi tidak pakai kecil gak bisa pakai padahal biasa saiz kaki saya pas haduhh sayang sekali,positif
Bentuk dan ukuran: Pas banget Wrna best tepat waktu juga trimksh,bentuk dan ukur pas banget wrna best tepat waktu juga trimksh,netral
ukuran biasanya 43 pas buat saya tp ini kecil ngl muat,ukur biasa pas buat saya tp ini kecil ngl muat,netral
Semoga awet yaaa maaf agak longgar tp nggak apa lah,moga awet yaaa maaf agak longgar tp tidak apa lah,netral
pesan ukuran 40 yg dikirim ukuran 41,pesan ukur yang kirim ukur,netral
Untuk ukuran sepatunya agak kurang Pesananya 44 tapi yang datang kaya kuruan 43 jadi sakit kalau di pake,untuk ukur sepatu agak kurang sana tapi yang datang kaya kuruan jadi sakit kalau di pake,netral
Saya kira ujung nya besi.ga naca deskripsi dlu soal nya.,saya kira ujung nya besiga naca deskripsi dlu soal nya,netral
"lubang tali nya ada yang beda dari gambar dan dari review orang lain, dari review orang lain sama kaya gambar, sementara punya saya berbeda",lubang tali nya ada yang beda dari gambar dan dari review orang lain dari review orang lain sama kaya gambar sementara punya saya beda,netral
Masih kekecilan deh ...padahal ulkuranku 41 kunaikan 42 tetap z kecil,masih kecil deh padahal ulkuranku naik tetap z kecil,netral
Terima kasih barang saudah di terima dengan baik. Pengiriman sanget cepat cuma 1 hari. Barang sesuai pesenan rekomen lah poko nya mantap.,terima kasih barang saudah di terima dengan baik kirim sanget cepat cuma hari barang sesuai sen rekomen lah poko nya mantap,positif
Katanya sepatu septi.septi apa,kata sepatu septisepti apa,netral
Ga sebagus yang di vt jujur agak sedikit kecewa,tidak bagus yang di vt jujur agak sedikit kecewa,netral
"Produk ini, misal dijual offline, mungkin saya ga jadi beli. .krn beda kwalitas yg disampaikan sama yg dikirim.",produk ini misal jual offline mungkin saya tidak jadi beli krn beda kwalitas yang sampai sama yang kirim,negatif
Barang sesuai ukuran nya juga sesuai dgn yg di pesan,barang sesuai ukur nya juga sesuai dgn yang di pesan,positif
Bagus bhn nya model ny jg keren.. Next beli lg model lain...,bagus bhn nya model ny jg keren next beli lg model lain,positif
bahan tipis lubang tali tidak ada kuku macan atau lubang besi. ini bisa cpt sobek.,bahan tipis lubang tali tidak ada kuku macan atau lubang besi ini bisa cpt sobek,netral
"Bisa tukar L kah, kegedean Karena XL 120 cm ya",bisa tukar l kah gede karena xl cm ya,netral
"bagus sih, tapi maaf barang yang dikirim tidak sesuai dengan yang di foto. tapi yasudahlah memang harganya 140K",bagus sih tapi maaf barang yang kirim tidak sesuai dengan yang di foto tapi yasudahlah memang harga k,positif
"Sesuai pesanan,lentur nyaman dipake",sesuai pesananlentur nyaman dipake,positif
nggak nyaman dipake. blakangnya ada tulisan fashion 🙂,tidak nyaman dipake blakangnya ada tulis fashion,netral
Bgs dan enak dipakai blh lh dgn garga segitu,bgs dan enak pakai blh lh dgn garga segitu,netral
Bahan bagus tapi spatunya g sama kayak di foto😩,bahan bagus tapi spatunya g sama kayak di foto,positif
Bentuk dan ukuran: Pas Mantul Syuka🥰🥰🥰,bentuk dan ukur pas mantul syuka,netral
"Barang sudah sampai... Kondisi baik,pengiriman cepat,,untuk kualitas sesuai harga,, tp sayang ukuran 44 kok masih kecil.. Jd gak nyaman dipakai..",barang sudah sampai kondisi baikpengiriman cepatuntuk kualitas sesuai harga tp sayang ukur kok masih kecil jd gak nyaman pakai,positif
Lumayan sesuai harga cuman lama baru diantar,lumayan sesuai harga cuman lama baru antar,netral
Alhamdulilah dulilah barang nya sudah sampai kondisi barang sesuai orderan iyaaa,alhamdulilah duli barang nya sudah sampai kondisi barang sesuai order iyaaa,positif
Bagus dan kualitas juga sangat nyaman,bagus dan kualitas juga sangat nyaman,positif
pas ringan enak buat joging,pas ringan enak buat joging,netral
Daya tahan pakai: Cepat rusak tolong uang saya di kembalikan,daya tahan pakai cepat rusak tolong uang saya di kembali,netral
"Tipis bet sepatu😂karet lembek banget, di video kokoh banget kayak nya😂😂😂",tipis bet sepatu karet lembek banget di video kokoh banget kayak nya,netral
"barang lumayan sesuai dgn gambar pesanan,",barang lumayan sesuai dgn gambar pesan,positif
Barang bagus pengiriman cepat sukses buat toko nyah,barang bagus kirim cepat sukses buat toko nyah,positif
kurang sih bahannya jika tidak diskon dan ada beberapa barang yang bagiannya tidak ada,kurang sih bahan jika tidak diskon dan ada beberapa barang yang bagi tidak ada,netral
"Ukrn 44 tpi kcil,,sesk di pke suami,pdhl biasanya no 43 di suami muat",ukrn tpi kcilsesk di pke suamipdhl biasa no di suami muat,netral
"Barang tidak sesuai , masa ukuran 42 paas di coba ngga muat di kaki saya",barang tidak sesuai masa ukur paas di coba ngga muat di kaki saya,netral
Keren Bentuk dan ukuran: 40,keren bentuk dan ukur,netral
"barang ny sudah tiba dengan selamat sesuai dengan pemesanan terima kasih,",barang ny sudah tiba dengan selamat sesuai dengan mesan terima kasih,netral
Bagus Bahan y ..enteng mau pesan lg,bagus bahan y enteng mau pesan lg,positif
Modelnya bagus sesuai dengan gambar keren,model bagus sesuai dengan gambar keren,positif
Bagus sepatu nya... semoga tahan di pakai olahraga...,bagus sepatu nya moga tahan di pakai olahraga,positif
Alhamdulillah pesanan saya udah sampai ya.kak.maksih,alhamdulillah pesan saya udah sampai yakakmaksih,netral
Alhamdulillah barang SMP dengn baik tidak ada kerusakkn pengemasan semoga barang nya awet,alhamdulillah barang smp dengn baik tidak ada kerusakkn emas moga barang nya awet,netral
"Saya pesan warna abu ehh malah datang warna cream, tapi gpp lah nanggung, saya minta tolong di amanahin lagi ya kedepannya Bentuk dan ukuran: Pas Warna: Tidak sesuai",saya pesan warna abu ehh malah datang warna cream tapi gpp lah nanggung saya minta tolong di amanahin lagi ya depan bentuk dan ukur pas warna tidak sesuai,netral
kwalitas barang sesuai pesanan,kwalitas barang sesuai pesan,netral
"ya gimana ya saya jadi bingung, tapi makasih ga min",ya gimana ya saya jadi bingung tapi makasih tidak min,netral
Utk kualitas sesuai harga,utk kualitas sesuai harga,positif
Bagus pesanan sesuai nyamanan d pakai,bagus pesan sesuai nyaman d pakai,positif
"Barang oke, ukuran pas. Kurir baik",barang oke ukur pas kurir baik,positif
"barang sesuai foto, bahanya sesuai harga",barang sesuai foto bahanya sesuai harga,positif
lumayan bagus ukuran pas di kaki.,lumayan bagus ukur pas di kaki,positif
lumayan buat jalan2,lumayan buat jalan,netral
"Paket sudah diterima.....👍 Cuma tidak sesuai dgn harga yg di promosi......dibawa 100sekian,tapi transaksi lebi 220 sekian......",paket sudah terima cuma tidak sesuai dgn harga yang di promosidibawa sekiantapi transaksi lebi sekian,netral
Mengirim Lama 4 harian,kirim lama hari,negatif
"Barang sesuai pesanan, kurirnya juga tepat waktu, Thanks",barang sesuai pesan kurir juga tepat waktu thanks,positif
Packaging sepatu nya aga di rapihin ya,packaging sepatu nya aga di rapihin ya,netral
Terimakasih brng sudah sampai pas sesuai ukuran,terimakasih brng sudah sampai pas sesuai ukur,positif
Terima kasih atass pesanan saya kurang puas Sama sepatu nya,terima kasih atass pesan saya kurang puas sama sepatu nya,positif
Sesuai harga dan pas untuk lapangan,sesuai harga dan pas untuk lapang,positif
Kualitas jelek sekali pake sobek,kualitas jelek sekali pake sobek,negatif
Yg sya pesan tidak sesuai dengan yg datang Bentuk dan ukuran: Saya pesan khaki,yang sya pesan tidak sesuai dengan yang datang bentuk dan ukur saya pesan khaki,netral
"Paketnya udh sampai, cpt betul sampainya. Barangnya blm sy buka",paket udh sampai cpt betul sampai barang blm sy buka,netral
Mantul bgtttt....pembeliaan yg ke dua x y,mantul bgttttpembeliaan yang ke dua x y,netral
Barang bagus sesuai dengan pesanan,barang bagus sesuai dengan pesan,positif
Lumayan bagus untuk saya aku bangga punya sepatu ini,lumayan bagus untuk saya aku bangga punya sepatu ini,positif
Kurir selalu nambahin harga walaupun kelebihan seribu 2 ribu,kurir selalu nambahin harga walaupun lebih ribu ribu,netral
Oiiii anjing kau penipu ya tali ikatan sepatunya kenapa tidak sesuai dengan yang ada di gambar yang saya terima tidak ada bulatan nya buat ngencangin talinya,oiiii anjing kau tipu ya tali ikat sepatu kenapa tidak sesuai dengan yang ada di gambar yang saya terima tidak ada bulat nya buat ngencangin tali,netral
Mantaf sesuai pesanan,mantaf sesuai pesan,positif
Good product,good product,netral
Tak sesuai harapan,tak sesuai harap,positif
barang cacat,barang cacat,netral
lumayan lah.. namanya juga sepatu biasa..,lumayan lah nama juga sepatu biasa,netral
Barangnya bagus.. Peking juga tapi...,barang bagus peking juga tapi,positif
Barang y rijek ..minta pengembalian dana TDK d komprimasi .padahal saya sdah pernah beli 1 sepatu ini yg 2 eh kecewa ..,barang y rijek minta kembali dana tidak d komprimasi padahal saya sdah pernah beli sepatu ini yang eh kecewa,negatif
Tidak sesuay yang di sepil sama yang di kirim,tidak sesuay yang di pil sama yang di kirim,netral
"Lumayan lah buaaat di pakaàai, ukuranya juga paaasss",lumayan lah buaaat di paka ai ukuranya juga paaasss,netral
Bagus sesuai harga.,bagus sesuai harga,positif
Sesuai gambar oko,sesuai gambar oko,positif
Barang sudah di terima barang bagus,barang sudah di terima barang bagus,positif
Lemes banget dan tipis,lemes banget dan tipis,netral
"sepatunya bagus banget , suami aku suka",sepatu bagus banget suami aku suka,positif
tali sepatunya . agak rusak,tali sepatu agak rusak,negatif
"Barang sudah diterima, lunayan untuk harga segitu.",barang sudah terima lunayan untuk harga segitu,netral
tidak sebagus dan rapi yg di duga,tidak bagus dan rapi yang di duga,positif
jahitan nggak rapi,jahit tidak rapi,netral
42 nya kecil kurang besar,nya kecil kurang besar,netral
Bentuk dan ukuran: Pas,bentuk dan ukur pas,netral
Tidak sesuai dengan gambar,tidak sesuai dengan gambar,netral
Sama banget kaya asli,sama banget kaya asli,netral
Bentuk dan ukuran: Kekecilan,bentuk dan ukur kecil,netral
Alhamdulillah sudah sampai sesuai dengan yg di harapkan,alhamdulillah sudah sampai sesuai dengan yang di harap,positif
Barang sdh sampai sesuai pesanan,barang sdh sampai sesuai pesan,positif
"Barang sesuai yg diorder, semoga awet",barang sesuai yang order moga awet,positif
"terimakasih penjual, mudah mudahan awet",terimakasih jual mudah mudah awet,netral
Barang nya oke dan bagus,barang nya oke dan bagus,positif
packing kurang safety,packing kurang safety,netral
Sepatunya bagus,sepatu bagus,positif
barang mendarat dngn selamat trimakasih,barang darat dngn selamat trimakasih,negatif
mantap hambaKu,mantap hamba,positif
Terimakasih barangny udah sampai dan bagus,terimakasih barangny udah sampai dan bagus,positif
Bagus tapi kurang memuaskan,bagus tapi kurang muas,positif
Daya tahan pakai: J,daya tahan pakai j,netral
Bagus dan sesuai dngn diiklan,bagus dan sesuai dngn iklan,positif
Kirain dapat kaos kaki juga..,kirain dapat kaos kaki juga,netral
Sesuai lah,sesuai lah,positif
Bentuk dan ukuran: Jelek,bentuk dan ukur jelek,negatif
Pengiriman lama hampir 3 minggu,kirim lama hampir minggu,negatif
"Barang a bagus,",barang a bagus,positif
Tdk sesuai dg gambar ternyata,tidak sesuai dg gambar nyata,netral
Alhamdulillah...pesanan sdh sampe ...bagus barangnya..,alhamdulillahpesanan sdh sampe bagus barang,positif
Kualitas sesuai harga,kualitas sesuai harga,positif
Kerenn sesuway yang di harapkan,kerenn sesuway yang di harap,netral
Keren abis jadi pengen beli lagi,keren abis jadi ken beli lagi,netral
"sesuai harga sih cukup lah, keren...",sesuai harga sih cukup lah keren,positif
Kualitas nya bgs,kualitas nya bgs,netral
Sepatutnya bagus,patut bagus,positif
Sesuai pesan,sesuai pesan,positif
An okay product.,an okay product,netral
jahitan nya ga rapi,jahit nya tidak rapi,netral
Bagus Sesuai iklan,bagus sesuai iklan,positif
Tipis,tipis,netral
barang sesuai dg harga semoga awet,barang sesuai dg harga moga awet,positif
tak kiraiin ujung d besiny,tak kiraiin ujung d besiny,netral
Pesen cream datang abu,sen cream datang abu,netral
Sepatu pas sesuai dg pesanan,sepatu pas sesuai dg pesan,positif
Mana gak safty sepatunya,mana gak safty sepatu,netral
Bgs,bgs,netral
Keren kak,keren kak,netral
Terima kasih,terima kasih,netral
Keren dan sesuai ukuran,keren dan sesuai ukur,positif
kurang kokoh,kurang kokoh,netral
Barangnya sesuai pesanan.,barang sesuai pesan,positif
Agak min sih tapi lumayan,agak min sih tapi lumayan,netral
Pas ukurannya desainnya keren,pas ukur desain keren,netral
lumayan dapet kardus,lumayan dapet kardus,netral
Sesuai hrg,sesuai hrg,positif
Sesuai dengan harganya,sesuai dengan harga,positif
barangx ok sip,barangx ok sip,netral
barang sesuai,barang sesuai,positif
Yg datang beda size,yang datang beda size,netral
ukuran pas,ukur pas,netral
Barang bagus,barang bagus,positif
Jangan beli d sini .. Jelek dan murahan kwalitas karet bawah jelek banget .. seler gak Amanah .. jangan beli ketimbang nyesel,jangan beli d sini jelek dan murah kwalitas karet bawah jelek banget seler gak amanah jangan beli ketimbang nyesel,negatif
Paket mendarat sempurna...Mantap...,paket darat sempurnamantap,positif
Real pick.Bagus,real pickbagus,positif
Alhamdulillah barang udh nyampe,alhamdulillah barang udh nyampe,netral
Sesuai di gambar,sesuai di gambar,positif
Bagus sesuai,bagus sesuai,positif
Jahitan nya gk rapih,jahit nya tidak rapih,netral
Mantap Sesuai dengan pesanan,mantap sesuai dengan pesan,positif
Mantap sesuai pesana,mantap sesuai sana,positif
"Lumayan bgus,sesuai harga",lumayan bgussesuai harga,positif
Lumayan lah hmdgn harga segitu,lumayan lah hmdgn harga segitu,netral
Kasih bintang 4 dulu soalnya belum di coba,kasih bintang dulu soal belum di coba,netral
cepat jebol pdhl blm 1 minggu,cepat jebol pdhl blm minggu,positif
Kurir kurang ramah,kurir kurang ramah,netral
Sesuai harga tak mengecewakan,sesuai harga tak kecewa,netral
Kurang ok,kurang ok,netral
Sesuai pesanan 👍,sesuai pesan,positif
Sangat Bagus,sangat bagus,positif
Pas buat santai,pas buat santai,netral
Warna tdk sesuai pesanan .,warna tidak sesuai pesan,netral
Sedang,sedang,netral
Barang istimewa harga murah,barang istimewa harga murah,positif
Sesuai,sesuai,positif
mantap sesuay gambar,mantap sesuay gambar,positif
Sesuai harga,sesuai harga,positif
Bagus,bagus,positif
bagus,bagus,positif
Bagus 👍👍💪,bagus,positif
Oke,oke,netral
barang sudah diterima makasih 👌,barang sudah terima makasih,netral
Sepatu sangat bagus,sepatu sangat bagus,positif
Pengirimannya lama skli,kirim lama skli,negatif
Lumayan bagus buat d lapangan,lumayan bagus buat d lapang,positif
Sangat memuaskan...,sangat muas,netral
Baik,baik,positif
Siip ah mantep barangnya,siip ah mantep barang,netral
Mantap,mantap,positif
Lumayan bagus,lumayan bagus,positif
Sesuai lah sama harga,sesuai lah sama harga,positif
Lumayan juga,lumayan juga,netral
Ok..baik,okbaik,positif
Baranya lumyan..,bara lumyan,netral
Mantaps,mantaps,positif
Lumayan,lumayan,netral
Mantp,mantp,netral
mayan lah,mayan lah,netral
Joss,joss,netral
Ok,ok,netral
Lumayan dengan harga segitu,lumayan dengan harga segitu,netral
Lumayan lah,lumayan lah,netral
Lumayan dgn harga segitu,lumayan dgn harga segitu,netral
Ok ok aja sih,ok ok aja sih,netral
Barang B aja,barang b aja,netral
Lumayan....,lumayan,netral
Biasa aja,biasa aja,netral
Saya menolak paket,saya tolak paket,netral
👍,,netral
Yes,yes,netral
اجيب,,netral
B aja,b aja,netral
Bgusss,bgusss,netral
Terimakasih,terimakasih,netral
Mantab,mantab,netral
Terlambat,lambat,netral
lumayanlah,lumayan,netral
Semoga lancar usaha nya,moga lancar usaha nya,netral
